url,coverage_state,bucket,target,fix
https://www.themodernwallet.com/compare/401k-vs-ira-beneficiary-rules/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/401k-vs-roth-ira/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/403b-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/457b-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/457b-vs-403b/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/457b-vs-roth-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/529-vs-brokerage-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/529-vs-coverdell-esa/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/529-vs-roth-ira/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/529-vs-utma/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/70-30-vs-60-40-portfolio/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/70-30-vs-80-20-portfolio/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/80-20-vs-90-10-portfolio/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/annuity-vs-cd/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/assumable-mortgage-vs-refinance/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/betterment-vs-wealthfront/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/comparisons.ts (betterment-vs-wealthfront); link added in src/data/roundups.ts (best-robo-advisors),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/compare/bilt-rewards-vs-chase-ultimate-rewards/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/bridge-loan-vs-heloc/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/brokerage-vs-ira/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/business-line-of-credit-vs-sba-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/buying-vs-leasing-a-car/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/cash-out-refinance-vs-heloc/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/cd-vs-money-market/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/cd-vs-treasury-bill/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/comparisons.ts (cd-vs-treasury-bill),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/compare/chapter-7-vs-chapter-13-bankruptcy/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/charles-schwab-vs-robinhood/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/citi-diamond-preferred-vs-citi-simplicity/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/coast-fire-vs-barista-fire/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/construction-loan-vs-traditional-mortgage/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/css-profile-vs-fafsa/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/custodial-account-vs-savings-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/custodial-roth-ira-vs-529/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/custodial-roth-ira-vs-brokerage-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/custodial-roth-ira-vs-traditional-ira/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/custodial-roth-ira-vs-trump-account/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/custodial-roth-ira-vs-utma/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/debt-snowball-vs-avalanche/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/dgro-vs-vig/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/comparisons.ts (dgro-vs-vig); link added in src/data/roundups.ts (best-dividend-etfs),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/compare/donor-advised-fund-vs-private-foundation/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/dscr-loan-vs-conventional-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/elder-law-attorney-vs-estate-planning-attorney/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/etf-vs-mutual-fund/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/etrade-vs-fidelity/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/factor-rate-vs-interest-rate/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/fha-loan-vs-va-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/fha-vs-conventional-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/fidelity-vs-schwab/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/final-expense-insurance-vs-whole-life-insurance/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/financial-advisor-vs-cpa/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/financial-advisor-vs-financial-planner/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/financial-advisor-vs-wealth-manager/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/fixed-vs-arm-mortgage/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/freetaxusa-vs-turbotax/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/guardianship-vs-conservatorship/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/gusto-401k-vs-paychex-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/heloc-vs-home-equity-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/heloc-vs-personal-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/hsa-vs-fsa/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/hsa-vs-roth-ira/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/comparisons.ts (hsa-vs-roth-ira),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/compare/hysa-vs-cd/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/hysa-vs-money-market/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/i-bonds-vs-ee-bonds/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/i-bonds-vs-tips/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/index-fund-vs-etf/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/index-fund-vs-mutual-fund/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/invoice-factoring-vs-business-line-of-credit/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/invoice-factoring-vs-invoice-discounting/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/invoice-factoring-vs-merchant-cash-advance/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/irrevocable-trust-vs-llc/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/iul-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/iul-vs-roth-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/iul-vs-vul/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/living-trust-vs-lady-bird-deed/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/living-trust-vs-will/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/llc-vs-s-corp/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/medical-retirement-vs-disability-severance-pay/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/medicare-advantage-vs-medigap/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/merchant-cash-advance-vs-loan/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/merchant-cash-advance-vs-revenue-based-financing/,Crawled - currently not indexed,improve thin content,"src/data/comparisons-business.ts (slug: merchant-cash-advance-vs-revenue-based-financing, line 522); add links via src/pages/[category]/index.astro (merchant-cash-advance, business-line-of-credit) and src/data/roundups-business.ts (best-merchant-cash-advance-companies)","Add 2-3 contextual internal links from higher-authority pages — the /merchant-cash-advance/ and /business-line-of-credit/ calculator hubs (src/pages/[category]/index.astro), and the /roundup/best-merchant-cash-advance-companies/ roundup — pointing to this comparison, to strengthen its link-equity signal. Content itself does not need lengthening."
https://www.themodernwallet.com/compare/military-retirement-vs-medical-retirement/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/military-retirement-vs-va-disability/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/online-will-vs-lawyer/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/ordinary-income-vs-capital-gains-tax/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/pension-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/pension-vs-annuity/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/personal-loan-vs-auto-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/power-of-attorney-vs-guardianship/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/prenup-vs-postnup/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/probate-vs-trust/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/realized-vs-unrealized-gains/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/reit-vs-rental-property/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/renting-vs-buying/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/revocable-vs-irrevocable-trust/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/rmd-vs-qcd/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/rollover-ira-vs-roth-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/rollover-ira-vs-traditional-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/roth-401k-vs-traditional-401k/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/roth-ira-vs-roth-401k/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/roth-ira-vs-traditional-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/sales-tax-vs-use-tax/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/schd-vs-vym/,URL is unknown to Google,already-fixed — awaiting recrawl,src/data/comparisons.ts (schd-vs-vym); link added in src/data/roundups.ts (best-dividend-etfs),"No action — fix already shipped; recorded so it isn't redone; awaiting Google recrawl (NO lastmod bump, NO re-submit — the page didn't change this run)."
https://www.themodernwallet.com/compare/secured-vs-unsecured-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/sep-ira-vs-solo-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/simple-ira-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/sofi-invest-vs-robinhood/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/sole-proprietorship-vs-llc/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/solo-401k-vs-simple-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/special-needs-trust-vs-able-account/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/stocks-vs-bonds-vs-cash/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/stocks-vs-bonds/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/target-date-fund-vs-sp500/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/tax-attorney-vs-cpa-vs-enrolled-agent/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/term-life-vs-universal-life-insurance/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/traditional-ira-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/traditional-ira-vs-simple-ira/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/trump-account-vs-529-vs-utma/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-529/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-baby-bonds/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-brokerage-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-custodial-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-roth-ira/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/trump-account-vs-savings-account/,Submitted and indexed,healthy,,No action — indexed
https://www.themodernwallet.com/compare/tsp-vs-401k/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/turbotax-vs-hr-block/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/turbotax-vs-taxact/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/usda-loan-vs-fha-loan/,URL is unknown to Google,add internal links,src/pages/compare/index.astro (already lists this slug); no code change,Already linked from /compare/ — re-submit only (URL Inspection / Phase 7); no internal-linking or code change needed.
https://www.themodernwallet.com/compare/utma-vs-ugma/,Submitted and indexed,healthy,,No action — indexed
